Title,Russian Keywords,Annotation,Link,Title_found_phrases,Russian Keywords_found_phrases,Annotation_found_phrases
"['новое', 'подход', 'сохранение', 'степь', 'староосвоить', 'черноземный', 'регион', 'россия']","['степь', 'европейский', 'россия', 'агроландшафт', 'чернозем', 'потеря', 'гумус', 'охранять', 'природный', 'территория', 'экологический', 'каркас', 'адаптация', 'климатический', 'изменение']","['обсуждаться', 'актуальный', 'проблема', 'методология', 'сохранение', 'степь', 'условие', 'староосвоенный', 'черноземный', 'регион', 'европейский', 'россия', 'данные', 'последний', 'инвентаризация', 'использование', 'дистанционный', 'метод', 'наземный', 'верификация', 'площадь', 'превышать', 'несколько', 'процент', 'показать', 'иметься', 'региональный', 'федеральный', 'сеть', 'оопт', 'эффективный', 'ориентировать', 'преимущественно', 'сохранение', 'интразональный', 'азональный', 'степной', 'зона', 'экосистема', 'непосредственно', 'зональный', 'степь', 'рассматриваться', 'новый', 'совместный', 'рассмотрение', 'подход', 'перенесение', 'приоритет', 'территориальный', 'охрана', 'степь', 'агроландшафт', 'целое', 'использование', 'углеродный', 'аргумент', 'необходимость', 'восстановление', 'запас', 'гумус', 'чернозем', 'актуализация', 'расширение', 'площадь', 'охранять', 'степь', 'ориентация', 'создание', 'региональный', 'экологический', 'каркас', 'сохраниться', 'восстанавливаться', 'зональный', 'степь', 'вывести', 'оборот', 'участок', 'малопродуктивный', 'пашня', 'создание', 'ключевой', 'участок', 'агроландшафт', 'включать', 'пашня', 'сезонный', 'оопт', 'установление', 'разный', 'режим', 'хозяйствование', 'охрана', 'биота', 'правильный', 'выбор', 'метод', 'адаптация', 'степной', 'агроландшафт', 'климатический', 'изменение', 'учитывать', 'задача', 'территориальный', 'охрана', 'степь', 'устойчивость', 'аграрный', 'производство', 'совокупный', 'применение', 'новый', 'подход', 'гарантировать', 'современный', 'этап', 'успех', 'сохранение', 'степь', 'биота', 'староосвоенный', 'степной', 'регион', 'европейский', 'россия']",https://cyberleninka.ru/article/n/novye-podhody-k-sohraneniyu-stepey-staroosvoennyh-chernozemnyh-regionov-rossii,,климатический изменение,климатический изменение
"['сохранение', 'уникальный', 'экологический', 'система', 'природный', 'наследие', 'условие', 'климатический', 'изменение']","['байкал', 'объект', 'всемирный', 'наследие', 'изменение', 'климат', 'севан']","['статья', 'анализироваться', 'динамика', 'изменение', 'температурный', 'режим', 'вода', 'озеро', 'байкал', 'севан', 'рассматриваться', 'влияние', 'повышение', 'температура', 'экосистема', 'озеро', 'прибрежный', 'территория', 'результат', 'анализ', 'выявляться', 'проблема', 'правовой', 'регулирование', 'предлагаться', 'вариант', 'совершенствование', 'правовой', 'режим', 'условие', 'климатический', 'изменение', 'включая', 'возможность', 'создание', 'байкальский', 'природный', 'территория', 'единый', 'особо', 'охранять', 'природный', 'территория', 'федеральный', 'значение', 'федеральный', 'территория']",https://cyberleninka.ru/article/n/sohranenie-unikalnyh-ekologicheskih-sistem-prirodnogo-naslediya-v-usloviyah-klimaticheskih-izmeneniy,климатический изменение,,климатический изменение
"['влияние', 'метеофактор', 'свойство', 'снег', 'климатический', 'изменение', 'процесс', 'таяние', 'снежный', 'покров']","['снежный', 'покров', 'снеготаяние', 'водоотдача', 'математический', 'моделирование', 'метеофактор', 'климатический', 'изменение']","['актуальность', 'процесс', 'таяние', 'снежный', 'покров', 'иметь', 'важный', 'значение', 'разработка', 'метод', 'расчет', 'прогноз', 'весенний', 'половодье', 'формирование', 'водный', 'ресурс', 'эксплуатация', 'проектирование', 'водохозяйственный', 'система', 'рост', 'актуальность', 'исследование', 'данные', 'процесс', 'возрастать', 'условие', 'потепление', 'климат', 'учет', 'экологический', 'социально', 'экономический', 'последствие', 'изменчивость', 'характеристика', 'снежный', 'покров', 'современный', 'условие', 'метод', 'определение', 'закономерность', 'процесс', 'снеготаяние', 'использовать', 'физически', 'обоснованный', 'математический', 'модель', 'вертикальный', 'тепло', 'влагоперенос', 'снежный', 'покров', 'турбулентный', 'теплообмен', 'атмосфера', 'провести', 'численный', 'эксперимент', 'оценка', 'влияние', 'основный', 'метеофактор', 'физический', 'свойство', 'снег', 'интенсивность', 'снеготаяние', 'весенний', 'период', 'результат', 'итог', 'математический', 'моделирование', 'ряд', 'расположить', 'бассейн', 'волга', 'станция', 'период', 'выполнить', 'анализ', 'изменчивость', 'тренд', 'отдельный', 'характеристика', 'снеготаяние', 'водоотдача', 'снежный', 'покров', 'расчет', 'показать', 'последний', 'десятилетие', 'срок', 'начало', 'конец', 'снеготаяние', 'сдвигаться', 'ранний', 'период', 'год']",https://cyberleninka.ru/article/n/vliyanie-meteofaktorov-svoystv-snega-i-klimaticheskih-izmeneniy-na-protsessy-tayaniya-snezhnogo-pokrova,климатический изменение,климатический изменение,
"['подземный', 'источник', 'балка', 'пещерный', 'озеро', 'баскунчак', 'гидрохимический', 'особенность', 'эмиссия', 'парниковый', 'газ']","['рассол', 'донный', 'отложение', 'катион', 'анионный', 'состав', 'сорг', 'метан', 'диоксид', 'углерод', 'сероводород', 'концентрация', 'распределение', 'эмиссия', 'изотопный', 'состав']","['впервые', 'источник', 'подземный', 'вода', 'разгружаться', 'долина', 'ручей', 'балка', 'пещерный', 'расположить', 'северо', 'запад', 'озеро', 'баскунчак', 'летний', 'период', 'провести', 'натурный', 'измерение', 'эмиссия', 'метан', 'диоксид', 'углерод', 'камерный', 'метод', 'вода', 'источник', 'определить', 'значение', 'концентрация', 'основный', 'ион', 'валовый', 'различный', 'слой', 'донный', 'отложение', 'концентрация', 'сорг', 'значение', 'плотность', 'влажность', 'выполнить', 'детальный', 'описание', 'выявить', 'источник', 'подземный', 'вода', 'измерить', 'первичный', 'морфометрический', 'морфологический', 'характеристика', 'также', 'дебит', 'установить', 'балка', 'пещерный', 'разгружаться', 'восходящий', 'карстовый', 'источник', 'подземный', 'вода', 'который', 'период', 'исследование', 'активный', 'основный', 'приурочить', 'левый', 'отвершок', 'балка', 'действовать', 'источник', 'левый', 'отвершок', 'балка', 'характеризоваться', 'небольшой', 'дебит', 'представлять', 'хлоридно', 'натриевый', 'рассол', 'минерализация', 'донный', 'отложение', 'накапливаться', 'карстовый', 'воронка', 'подземный', 'источник', 'характерный', 'нейтральный', 'кислотный', 'щелочной', 'среда', 'восстановительный', 'условие', 'концентрация', 'отложение', 'источник', 'изменяться', 'соответственно', 'предел', 'мкг', 'влый', 'влый', 'минимальный', 'значение', 'оба', 'газ', 'нижний', 'менее', 'восстановить', 'слой', 'низкий', 'содержание', 'сорг', 'концентрация', 'метан', 'вода', 'активный', 'источник', 'варьироваться', 'мкл', 'среднее', 'выше', 'вода', 'питать', 'ручей', 'недействующий', 'источник', 'удельный', 'поток', 'метан', 'поверхность', 'вод', 'активный', 'источник', 'варьироваться', 'диапазон', 'снмча', 'порядок', 'ниже', 'удельный', 'поток', 'составлять', 'сомча', 'изотопный', 'состав', 'углерод', 'измерить', 'подниматься', 'дно', 'газовый', 'пузырек', 'восходящий', 'источник', 'указывать', 'современный', 'биохимический', 'генезис', 'данные', 'парниковый', 'газ']",https://cyberleninka.ru/article/n/podzemnye-istochniki-balki-peschernaya-ozera-baskunchak-gidrohimicheskie-osobennosti-i-emissiya-parnikovyh-gazov,парниковый газ,,парниковый газ
"['особенность', 'оценка', 'углеродный', 'след', 'сельский', 'хозяйство', 'сравнительный', 'анализ', 'методический', 'подход']","['парниковый', 'газ', 'углеродный', 'калькулятор', 'изменение', 'климат', 'углеродный', 'след', 'эмиссия', 'углерод', 'сток', 'углерод', 'сельскохозяйственный', 'землепользование', 'алтайский', 'край']","['изучение', 'составлять', 'углеродный', 'баланс', 'возможность', 'регулирование', 'разный', 'вид', 'землепользование', 'являться', 'актуальный', 'научный', 'задача', 'рамка', 'глобальный', 'проблема', 'увеличение', 'концентрация', 'парниковый', 'газ', 'атмосфера', 'развитие', 'концепция', 'углеродный', 'нейтральность', 'данный', 'работа', 'провести', 'оценка', 'углеродный', 'след', 'сельскохозяйственный', 'предприятие', 'основа', 'анализ', 'возможность', 'углеродный', 'калькулятор', 'сool', 'также', 'методика', 'количественный', 'определение', 'объем', 'поглощение', 'парниковый', 'газ', 'утвердить', 'приказ', 'минприрода', 'расчет', 'проводиться', 'пример', 'предприятие', 'расположить', 'бурлинский', 'район', 'алтайский', 'край', 'результат', 'исследование', 'показать', 'больший', 'углеродный', 'след', 'образовать', 'выращивание', 'лен', 'несколько', 'малый', 'посев', 'подсолнечник', 'пшеница', 'наиболее', 'низкий', 'кормовой', 'культура', 'различие', 'оценка', 'разный', 'методика', 'зафиксировать', 'получить', 'общий', 'объем', 'углеродный', 'след', 'структура', 'углеродный', 'след', 'каждый', 'культура', 'целое', 'россия', 'рубеж', 'существовать', 'различный', 'подход', 'определение', 'углеродный', 'след', 'подход', 'использовать', 'углеродный', 'калькулятор', 'предполагать', 'весь', 'иначе', 'образовать', 'процесс', 'хозяйственный', 'деятельность', 'углерод', 'формировать', 'углеродный', 'след', 'методика', 'минприрода', 'учитывать', 'сельскохозяйственный', 'угодье', 'качество', 'важный', 'поглотитель', 'резервуар', 'углерод']",https://cyberleninka.ru/article/n/osobennosti-otsenki-uglerodnogo-sleda-v-selskom-hozyaystve-sravnitelnyy-analiz-metodicheskih-podhodov,"углеродный след, углеродный след","парниковый газ, эмиссия углерод, углеродный след, углеродный след","парниковый газ, углеродный след, углеродный нейтральность, углеродный баланс, углеродный след"
"['анализ', 'запас', 'углерод', 'почва', 'участок', 'карбоновый', 'полигон', 'республика', 'башкортостан']","['карбоновый', 'полигон', 'эмиссия', 'поток', 'газ', 'республика', 'башкортостан']","['оценка', 'показатель', 'пространственный', 'распределение', 'углерод', 'почва', 'верифицировать', 'помощь', 'структурный', 'состав', 'почва', 'насаждение', 'являться', 'важный', 'процесс', 'оценка', 'углеродный', 'запас', 'почва', 'лесной', 'экосистема', 'основа', 'оценка', 'показатель', 'пространственный', 'распределение', 'углерод', 'лежать', 'исследование', 'структурный', 'состав', 'почва', 'насаждение', 'путем', 'проведение', 'инвентаризация', 'местность', 'это', 'включать', 'изучение', 'вертикальный', 'горизонтальный', 'распределение', 'различный', 'компонент', 'почва', 'органический', 'материя', 'минеральный', 'фракция', 'прочий', 'вещество', 'способствовать', 'увеличение', 'углеродный', 'запас', 'направление', 'решение', 'вопрос', 'углеродный', 'компенсация', 'углеродный', 'экономика', 'становиться', 'организовать', 'российский', 'регион', 'углеродный', 'полигон', 'цель', 'исследование', 'определение', 'поток', 'углерод', 'поверхность', 'лесной', 'почва', 'пилотный', 'карбоновый', 'полигон', 'территория', 'республика', 'башкортостан', 'верификация', 'получить', 'данные', 'провести', 'лабораторный', 'анализ', 'почвенный', 'образец', 'получить', 'разный', 'глубина', 'зона', 'исследование', 'помощь', 'анализ', 'определить', 'содержание', 'органический', 'углерод', 'почва', 'плотность', 'почва', 'структура', 'гранулометрический', 'состав', 'характеристика', 'оценка', 'показатель', 'пространственный', 'распределение', 'углерод', 'почва', 'осуществляться', 'использование', 'методика', 'который', 'базироваться', 'верифицировать', 'данные', 'состав', 'свойство', 'почва', 'насаждение', 'данный', 'методика', 'использоваться', 'следующий', 'шаг', 'сбор', 'анализ', 'образец', 'почва', 'отбирать', 'образец', 'почва', 'разный', 'точка', 'исследовать', 'участок', 'образец', 'должный', 'представительный', 'включать', 'разный', 'горизонт', 'почва', 'затем', 'проводиться', 'анализ', 'образец', 'определение', 'физико', 'химический', 'показатель', 'определение', 'деструкционный', 'часть', 'углеродный', 'цикл', 'лесопокрытый', 'площадь', 'весенний', 'период', 'получить', 'показатель', 'эмиссия', 'поток', 'газ', 'определить', 'продуцирование', 'соединение', 'углерод', 'количество', 'поток', 'водород', 'участок', 'зависеть', 'лесопокрытость', 'территория']",https://cyberleninka.ru/article/n/analiz-zapasov-ugleroda-v-pochvah-na-uchastkah-karbonovogo-poligona-respubliki-bashkortostan,"карбоновый полигон, запас углерод",карбоновый полигон,карбоновый полигон
"['оценка', 'эффективность', 'методика', 'краткосрочный', 'прогноз', 'максимальный', 'уровень', 'половодье', 'верхний', 'средний', 'течение', 'цна']","['весенний', 'половодье', 'гидрологический', 'пост', 'кузьмин', 'гать', 'тамбов', 'река', 'цна', 'максимальный', 'уровень', 'вод', 'краткосрочный', 'прогноз']","['значительный', 'поднятие', 'уровень', 'вод', 'река', 'время', 'весенний', 'половодье', 'выход', 'река', 'пойма', 'являться', 'основной', 'опасность', 'данный', 'период', 'близлежащий', 'территория', 'проживать', 'человек', 'это', 'явление', 'мочь', 'приводить', 'затопление', 'обширный', 'территория', 'значительный', 'экономический', 'убыток', 'наносить', 'экологический', 'ущерб', 'также', 'угрожать', 'здоровье', 'жизнь', 'местный', 'житель', 'подобный', 'негативный', 'последствие', 'высокий', 'половодье', 'характерный', 'река', 'тамбовский', 'область', 'говорить', 'необходимость', 'разработка', 'эффективный', 'система', 'прогноз', 'предупреждение', 'максимальный', 'уровень', 'половодье', 'происходить', 'последний', 'несколько', 'десятилетие', 'климатический', 'изменение', 'который', 'отражаться', 'водный', 'режим', 'река', 'диктовать', 'необходимость', 'модернизация', 'существующий', 'методика', 'прогноз', 'изложить', 'материал', 'оценка', 'эффективность', 'существующий', 'методика', 'краткосрочный', 'прогноз', 'максимальный', 'уровень', 'половодье', 'пример', 'гидрологический', 'пост', 'кузьмин', 'гать', 'тамбов', 'расположить', 'река', 'цна', 'произвести', 'расчет', 'современный', 'данные', 'соответствие', 'тестировать', 'методика', 'провести', 'сравнительный', 'анализ', 'расчет', 'прошлый', 'год', 'основание', 'выполнить', 'анализ', 'дать', 'оценка', 'точность', 'прогноз', 'максимальный', 'уровень', 'половодье', 'тестировать', 'методика', 'результат', 'работа', 'установить', 'существующий', 'методика', 'краткосрочный', 'прогноз', 'максимальный', 'уровень', 'половодье', 'река', 'цна', 'больший', 'степень', 'являться', 'эффективный', 'применительно', 'современный', 'условие', 'формирование', 'сток', 'весенний', 'половодье', 'анализ', 'гидропост', 'кузьмин', 'гать', 'значение', 'максимальный', 'уровень', 'половодье', 'получить', 'метод', 'реанализ', 'согласно', 'тестировать', 'методика', 'использование', 'современный', 'данные', 'показать', 'значительный', 'отклонение', 'реальный', 'наблюдать', 'значение', 'это', 'оперативный', 'прогноз', 'максимальный', 'уровень', 'вод', 'гидропост', 'тамбов', 'использование', 'корреляционный', 'зависимость', 'наблюдать', 'уровень', 'вод', 'гидропост', 'кузьмин', 'гать', 'ранее', 'возможно', 'коэффициент', 'корреляция', 'использование', 'современный', 'данные', 'составить', 'автор', 'выделить', 'основной', 'недостаток', 'существующий', 'методика', 'дать', 'предложение', 'совершенствование', 'частность', 'определить', 'фактор', 'который', 'необходимо', 'проанализировать', 'уточнить', 'прогноз']",https://cyberleninka.ru/article/n/otsenka-effektivnosti-metodiki-kratkosrochnogo-prognoza-maksimalnogo-urovnya-polovodya-v-verhnem-i-srednem-techenii-r-tsny,,,климатический изменение
"['исследование', 'процесс', 'метанообразование', 'размещение', 'отход', 'полигон', 'тко', 'северный', 'территория']","['полигон', 'тко', 'выброс', 'твердый', 'коммунальный', 'отход', 'метан', 'шурфование', 'изменение', 'климат', 'субарктический', 'зона', 'свалочный', 'газ', 'методика', 'измерение', 'арктика']","['метан', 'являться', 'наиболее', 'значимый', 'парниковый', 'газ', 'отличие', 'углекислый', 'газ', 'метан', 'короткоживущий', 'парниковый', 'газ', 'время', 'жизнь', 'около', 'год', 'однако', 'значительно', 'высокий', 'парниковый', 'активность', 'оценка', 'ученый', 'минимум', 'большой', 'углекислый', 'газ', 'влияние', 'суммарный', 'разогрев', 'очень', 'значительно', 'больший', 'влияние', 'процесс', 'глобальный', 'потепление', 'оказывать', 'биосфера', 'экосистема', 'арктический', 'территория', 'таяние', 'вечный', 'мерзлота', 'мочь', 'привести', 'изменение', 'почвенный', 'состав', 'геологический', 'процесс', 'поэтому', 'образование', 'метан', 'условие', 'арктический', 'субарктический', 'территория', 'являться', 'достаточно', 'актуальный', 'вопрос', 'цель', 'данный', 'работа', 'являться', 'изучение', 'количество', 'выделять', 'метан', 'полигон', 'твердый', 'коммунальный', 'отход', 'статья', 'рассматриваться', 'результат', 'исследование', 'процесс', 'метанообразование', 'полигон', 'близкий', 'постэксплуатационный', 'период', 'данные', 'работа', 'получить', 'путем', 'применение', 'технология', 'шурфование', 'массив', 'коммунальный', 'отход', 'статья', 'рассматриваться', 'полигон', 'субарктический', 'арктический', 'зона', 'работа', 'привести', 'усреднить', 'данные', 'получить', 'результат', 'выделение', 'метан', 'различный', 'полигон', 'получить', 'объемный', 'доля', 'метан', 'состав', 'свалочный', 'газ', 'массив', 'отход', 'разместить', 'последний', 'год', 'мочь', 'достигать', 'однако', 'утвердить', 'методика', 'расчет', 'выброс', 'полигон', 'твердый', 'коммунальный', 'отход', 'тко', 'учет', 'выброс', 'последний', 'год', 'носить', 'рекомендательный', 'характер', 'создавать', 'предпосылка', 'корректировка', 'методика', 'результат', 'инструментальный', 'измерение', 'получить', 'результат', 'позволять', 'точно', 'оценить', 'углеродный', 'единица', 'получать', 'внедрение', 'полигон', 'тко', 'хороший', 'доступный', 'технология', 'особенно', 'важно', 'рамка', 'реализация', 'государственный', 'политик', 'российский', 'федерация', 'арктика', 'период']",https://cyberleninka.ru/article/n/issledovanie-protsessov-metanoobrazovaniya-pri-razmeschenii-othodov-na-poligonah-tko-na-severnyh-territoriyah,,,парниковый газ
"['запас', 'углерод', 'почва', 'саралинский', 'участок', 'волжско', 'камский', 'заповедник']","['почва', 'гумус', 'запас', 'углерод', 'депонирование', 'углерод', 'лесной', 'экосистема']","['статья', 'привести', 'результат', 'расчет', 'запас', 'органический', 'углерод', 'слой', 'смотреть', 'лесной', 'почва', 'саралинский', 'участок', 'волжско', 'камский', 'заповедник', 'расчет', 'проводиться', 'способ', 'использование', 'справочный', 'величина', 'также', 'полевой', 'лабораторный', 'данные', 'определение', 'общий', 'запас', 'органический', 'углерод', 'справочный', 'данные', 'привязываться', 'карта', 'лесной', 'таксация', 'данные', 'получить', 'результат', 'натурный', 'измерение', 'карта', 'лесной', 'таксация', 'почвенный', 'карта', 'составить', 'картограмма', 'запас', 'органический', 'углерод', 'почва', 'рассчитать', 'разный', 'способ', 'показать', 'использование', 'справочный', 'величина', 'расчет', 'общий', 'запас', 'органический', 'углерод', 'территория', 'преобладание', 'дерновый', 'подзолистый', 'почва', 'вести', 'получение', 'завысить', 'результат', 'сравнение', 'расчет', 'натурный', 'измерение', 'привязка', 'карта', 'лесной', 'таксация', 'почвенный', 'карта']",https://cyberleninka.ru/article/n/zapasy-ugleroda-v-pochvah-saralinskogo-uchastka-volzhsko-kamskogo-zapovednika,запас углерод,запас углерод,
"['организация', 'исследование', 'сохранение', 'реликтовый', 'участок', 'кунгурский', 'лесостепь']","['кунгурский', 'лесостепь', 'карст', 'геоэкология', 'особо', 'охранять', 'природный', 'территория', 'антропогенный', 'трансформация']","['кунгурский', 'лесостепь', 'представлять', 'самый', 'северный', 'лесостепной', 'комплекс', 'евразия', 'расположение', 'зональный', 'полоса', 'смешанный', 'широколиственный', 'хвойный', 'лес', 'связать', 'участок', 'простирание', 'интенсивно', 'карстующийся', 'нижнепермский', 'порода', 'явление', 'карст', 'территория', 'связать', 'степной', 'особенность', 'кунгурский', 'лесостепь', 'уникальный', 'природный', 'район', 'слабо', 'развитой', 'сеть', 'особо', 'охранять', 'природный', 'территория', 'цель', 'разработка', 'проект', 'геоэкологический', 'каркас', 'развитие', 'сеть', 'оопт', 'кунгурский', 'лесостепь', 'необходимо', 'решить', 'ряд', 'исследовательский', 'проблема', 'проблема', 'относиться', 'отсутствие', 'определение', 'феномен', 'кунгурский', 'лесостепь', 'невыясненный', 'история', 'формирование', 'природный', 'среда', 'отсутствие', 'общепринятый', 'граница', 'лесостепной', 'район', 'неоднозначность', 'характер', 'отклик', 'природный', 'система', 'антропогенный', 'воздействие', 'отсутствие', 'исследование', 'влияние', 'современный', 'климатический', 'изменение', 'решение', 'указанный', 'проблема', 'составить', 'программа', 'исследование', 'включать', 'инвентаризация', 'степной', 'участок', 'остепненный', 'сосновый', 'березовый', 'лес', 'карстовый', 'биотоп', 'установление', 'граница', 'кунгурский', 'лесостепь', 'изучение', 'сукцессионный', 'ряд', 'лесостепной', 'сообщество', 'разработка', 'методика', 'установление', 'фаза', 'деградация', 'восстановление', 'экосистема', 'разработка', 'адаптированный', 'условие', 'кунгурский', 'лесостепь', 'подход', 'рекультивация', 'нарушить', 'процесс', 'недропользование', 'земля']",https://cyberleninka.ru/article/n/organizatsiya-issledovaniy-dlya-sohraneniya-reliktovyh-uchastkov-kungurskoy-lesostepi,,,климатический изменение
"['антропогенный', 'климатический', 'изменение', 'водный', 'ресурс', 'белгородский', 'область', 'последствие']","['лесостепной', 'степной', 'зона', 'ресурс', 'поверхностный', 'подземный', 'вода', 'речной', 'сток', 'антропогенный', 'климатический', 'фактор', 'современный', 'изменение', 'гидрологический', 'экологический', 'последствие']","['выявить', 'особенность', 'формирование', 'водный', 'ресурс', 'белгородский', 'область', 'расположить', 'лесостепной', 'степной', 'зона', 'измениться', 'антропогенный', 'климатический', 'условие', 'установить', 'тенденция', 'год', 'использование', 'водный', 'ресурс', 'влияние', 'сельскохозяйственный', 'деятельность', 'дорожный', 'транспортный', 'нагрузка', 'показать', 'весьма', 'важный', 'гидроэкологический', 'роль', 'играть', 'изменение', 'климатический', 'условие', 'прежде', 'весь', 'рост', 'температура', 'воздух', 'оценить', 'изменение', 'речной', 'сток', 'поверхностный', 'подземный', 'составлять', 'выявить', 'позитивный', 'негативный', 'последствие', 'произойти', 'изменение', 'важный', 'резерв', 'обеспечение', 'население', 'вода', 'повышенный', 'требование', 'качество', 'служить', 'ресурс', 'подземный', 'вода', 'который', 'освоить', 'далеко', 'полный', 'мера']",https://cyberleninka.ru/article/n/antropogennye-i-klimaticheskie-izmeneniya-vodnyh-resursov-v-belgorodskoy-oblasti-i-ih-posledstviya,климатический изменение,,
"['анализ', 'потенциальный', 'ареал', 'каменистый', 'степь', 'башкирский', 'предуралья', 'изменение', 'умеренный', 'сильный', 'климатический', 'изменение', 'век']","['каменистый', 'степь', 'потенциальный', 'ареал']","['провести', 'моделирование', 'современный', 'потенциальный', 'ареал', 'каменистый', 'степь', 'предуралья', 'изменение', 'умеренный', 'сильный', 'климатический', 'изменение', 'реализация', 'оба', 'рассматривать', 'сценарий', 'изменение', 'климат', 'середина', 'век', 'увеличение', 'площадь', 'потенциальный', 'ареал', 'каменистый', 'степь', 'характерный', 'башкирский', 'предуралья', 'произойти', 'челябинский', 'волгоградский', 'свердловский', 'область', 'казахстан', 'второй', 'половина', 'век', 'площадь', 'потенциальный', 'ареал', 'регион', 'несколько', 'уменьшиться', 'большинство', 'случай', 'выше', 'настоящий', 'время', 'остальной', 'регион', 'потенциальный', 'ареал', 'каменистый', 'степь', 'это', 'тип', 'число', 'республика', 'башкортостан', 'реализация', 'оба', 'сценарий', 'изменение', 'климат', 'середина', 'век', 'произойти', 'снижение', 'пригодный', 'местообитание', 'конец', 'век', 'высокопригодный', 'местообитание', 'исчезнуть', 'весь', 'регион', 'площадь', 'среднепригодный', 'местообитание', 'умеренный', 'изменение', 'климат', 'сократиться', 'полностью', 'исчезнуть', 'помощь', 'моделирование', 'выяснить', 'абиотический', 'условие', 'окружающий', 'среда', 'южный', 'уральский', 'регион', 'создавать', 'новый', 'комбинация', 'который', 'характерный', 'местообитание', 'современный', 'степной', 'сообщество', 'поэтому', 'дальнейший', 'изменение', 'климат', 'происходить', 'сдвиг', 'граница', 'существующий', 'степной', 'сообщество', 'трансформация', 'новый', 'тип', 'растительный', 'сообщество']",https://cyberleninka.ru/article/n/analiz-potentsialnogo-areala-kamenistyh-stepey-bashkirskogo-preduralya-i-ego-izmenenie-pri-umerennyh-i-silnyh-klimaticheskih,климатический изменение,,климатический изменение
"['реконструкция', 'история', 'палеопожар', 'северный', 'лесостепь', 'поздний', 'голоцен', 'данные', 'изучение', 'макроскопический', 'частица', 'уголь', 'торф', 'территория', 'музей', 'заповедник', 'куликово', 'поле']","['торфяной', 'залежь', 'межпожарный', 'интервал', 'макроуголь', 'палеоантракологический', 'анализ', 'лесистость', 'ботанический', 'анализ', 'торф', 'споров', 'пыльцевой', 'анализ']","['реконструкция', 'частота', 'пожар', 'территория', 'музей', 'заповедник', 'куликов', 'поле', 'бассейн', 'верхний', 'дон', 'среднерусский', 'возвышенность', 'последний', 'год', 'выполнить', 'основа', 'палеоантракологический', 'анализ', 'изучение', 'содержание', 'макроскопический', 'частица', 'уголь', 'линейный', 'размер', 'мкм', 'торфяной', 'отложение', 'подкосьмовский', 'болото', 'статья', 'провести', 'сопоставление', 'получить', 'результат', 'количественный', 'реконструкция', 'лесистость', 'изменение', 'растительность', 'регион', 'выполнить', 'ранее', 'территория', 'использование', 'палинологический', 'данные', 'археологический', 'материал', 'результат', 'исследование', 'показать', 'низкий', 'пожарный', 'активность', 'территория', 'куликов', 'поле', 'интервал', 'кал', 'калибровать', 'последующий', 'эпоха', 'поступление', 'макроскопический', 'частица', 'уголь', 'торфяной', 'залежь', 'подкосьмоский', 'болото', 'начать', 'постепенно', 'возрастать', 'больший', 'частота', 'пожар', 'высокий', 'значение', 'скорость', 'аккумуляция', 'макрочастица', 'уголь', 'торф', 'выявить', 'период', 'каллн', 'взаимосвязь', 'период', 'увеличение', 'поступление', 'частица', 'уголь', 'торфяной', 'залежь', 'климатический', 'изменение', 'течение', 'последний', 'тысячелетие', 'установить', 'однако', 'выявить', 'четкий', 'совпадение', 'интервал', 'повышенный', 'накопление', 'уголь', 'торф', 'этап', 'активизация', 'освоение', 'регион', 'подтвердить', 'многочисленный', 'археологический', 'находка', 'древнерусский', 'памятник']",https://cyberleninka.ru/article/n/rekonstruktsii-istorii-paleopozharov-v-severnoy-lesostepi-v-pozdnem-golotsene-po-dannym-izucheniya-makroskopicheskih-chastits-uglya,,,климатический изменение
